1861060,en,AF,Africa,RW,Rwanda,0
1861060,en,AF,Africa,SO,Somalia,0
1861060,en,AS,Asia,YE,Yemen,0
99237,en,AS,Asia,IQ,Iraq,0
1814991,en,AS,Asia,SA,"Saudi Arabia",0
130758,en,AS,Asia,IR,Iran,0
146669,en,EU,Europe,CY,Cyprus,1
149590,en,AF,Africa,TZ,Tanzania,0
163843,en,AS,Asia,SY,Syria,0
